,sample,id,x,y,area,area_convex,KM_label_nc20,star_KM_label_nc20
Tonsil_2_s0_a6_5480.0,Tonsil_2_s0_a6,5480.0,311.15625,506.34375,32.0,33.0,11,17
Tonsil_2_s0_a8_15347.0,Tonsil_2_s0_a8,15347.0,968.5441,801.19116,68.0,72.0,13,0
Tonsil_2_s0_a4_6367.0,Tonsil_2_s0_a4,6367.0,394.28357,742.65674,67.0,72.0,13,doublets
Tonsil_3_s0_a2_670.0,Tonsil_3_s0_a2,670.0,33.294117,551.55884,34.0,37.0,2,11
Tonsil_3_s0_a2_6412.0,Tonsil_3_s0_a2,6412.0,326.0,484.84375,32.0,36.0,11,11
Tonsil_2_s0_a2_11523.0,Tonsil_2_s0_a2,11523.0,760.0,124.25532,47.0,52.0,12,8
Tonsil_3_s0_a3_7347.0,Tonsil_3_s0_a3,7347.0,397.08694,498.43478,23.0,24.0,15,5
Tonsil_2_s0_a2_11856.0,Tonsil_2_s0_a2,11856.0,779.5,423.5,4.0,4.0,4,11
Tonsil_2_s0_a4_13079.0,Tonsil_2_s0_a4,13079.0,891.68,146.44,75.0,82.0,3,doublets
Tonsil_2_s0_a7_1545.0,Tonsil_2_s0_a7,1545.0,107.05882,248.91176,34.0,35.0,2,12
Tonsil_2_s0_a2_11454.0,Tonsil_2_s0_a2,11454.0,756.2778,178.24074,54.0,58.0,1,5
Tonsil_2_s0_a4_10242.0,Tonsil_2_s0_a4,10242.0,683.11365,512.2273,44.0,48.0,17,17
Tonsil_2_s0_a8_14870.0,Tonsil_2_s0_a8,14870.0,939.6539,866.1795,78.0,84.0,3,9
Tonsil_2_s0_a1_9895.0,Tonsil_2_s0_a1,9895.0,617.3043,260.21738,23.0,24.0,15,0
Tonsil_3_s0_a1_11831.0,Tonsil_3_s0_a1,11831.0,783.4048,551.1667,42.0,47.0,5,13
Tonsil_2_s0_a8_4509.0,Tonsil_2_s0_a8,4509.0,285.96225,542.98114,53.0,58.0,1,19
Tonsil_2_s0_a3_5062.0,Tonsil_2_s0_a3,5062.0,274.46875,488.85938,64.0,66.0,8,doublets
Tonsil_2_s0_a5_2282.0,Tonsil_2_s0_a5,2282.0,147.39583,266.77084,48.0,50.0,12,14
Tonsil_2_s0_a4_10183.0,Tonsil_2_s0_a4,10183.0,677.0769,680.2308,26.0,26.0,15,doublets
Tonsil_2_s0_a6_694.0,Tonsil_2_s0_a6,694.0,41.04054,638.2973,74.0,82.0,3,16
Tonsil_2_s0_a3_1860.0,Tonsil_2_s0_a3,1860.0,106.08197,989.1475,61.0,63.0,8,10
Tonsil_2_s0_a5_1917.0,Tonsil_2_s0_a5,1917.0,121.695656,536.8261,46.0,48.0,17,12
Tonsil_2_s0_a7_14517.0,Tonsil_2_s0_a7,14517.0,871.0,883.29266,41.0,43.0,5,13
Tonsil_3_s0_a3_13403.0,Tonsil_3_s0_a3,13403.0,712.1042,215.04167,48.0,52.0,12,2
Tonsil_2_s0_a4_11721.0,Tonsil_2_s0_a4,11721.0,792.9452,835.6712,73.0,76.0,3,doublets
Tonsil_2_s0_a5_7908.0,Tonsil_2_s0_a5,7908.0,506.19608,324.98038,102.0,104.0,0,doublets
Tonsil_3_s0_a4_15196.0,Tonsil_3_s0_a4,15196.0,992.0,740.0,49.0,51.0,12,3
Tonsil_3_s0_a1_1545.0,Tonsil_3_s0_a1,1545.0,93.03333,406.78333,60.0,60.0,8,17
Tonsil_3_s0_a1_14315.0,Tonsil_3_s0_a1,14315.0,973.43396,639.1698,53.0,57.0,1,13
Tonsil_2_s0_a5_6610.0,Tonsil_2_s0_a5,6610.0,422.76086,912.93475,46.0,48.0,17,16
Tonsil_3_s0_a2_14961.0,Tonsil_3_s0_a2,14961.0,806.6111,456.27777,54.0,58.0,1,4
Tonsil_2_s0_a6_15627.0,Tonsil_2_s0_a6,15627.0,912.0345,58.62069,29.0,31.0,11,1
Tonsil_2_s0_a6_16369.0,Tonsil_2_s0_a6,16369.0,957.3333,415.48718,39.0,44.0,5,9
Tonsil_2_s0_a7_2204.0,Tonsil_2_s0_a7,2204.0,149.69768,342.48837,86.0,92.0,9,2
Tonsil_3_s0_a1_4198.0,Tonsil_3_s0_a1,4198.0,247.19118,881.14703,68.0,74.0,13,0
Tonsil_2_s0_a8_183.0,Tonsil_2_s0_a8,183.0,10.422535,396.4366,71.0,74.0,13,9
Tonsil_3_s0_a3_10370.0,Tonsil_3_s0_a3,10370.0,552.6429,842.2143,14.0,14.0,19,6
Tonsil_2_s0_a1_124.0,Tonsil_2_s0_a1,124.0,11.254386,715.0702,114.0,130.0,10,doublets
Tonsil_3_s0_a2_8439.0,Tonsil_3_s0_a2,8439.0,429.95,110.925,40.0,42.0,5,doublets
Tonsil_3_s0_a4_7787.0,Tonsil_3_s0_a4,7787.0,502.6154,529.38464,13.0,13.0,19,9
Tonsil_2_s0_a2_6869.0,Tonsil_2_s0_a2,6869.0,498.3509,131.91228,57.0,64.0,16,doublets
Tonsil_2_s0_a3_7844.0,Tonsil_2_s0_a3,7844.0,425.86667,275.6889,45.0,49.0,17,doublets
Tonsil_2_s0_a7_1798.0,Tonsil_2_s0_a7,1798.0,123.61539,328.3846,13.0,13.0,19,2
Tonsil_2_s0_a5_8790.0,Tonsil_2_s0_a5,8790.0,563.8158,130.92105,76.0,82.0,3,4
Tonsil_2_s0_a2_2565.0,Tonsil_2_s0_a2,2565.0,219.87805,332.4878,41.0,45.0,5,doublets
Tonsil_2_s0_a3_717.0,Tonsil_2_s0_a3,717.0,42.477272,36.772728,44.0,47.0,17,8
Tonsil_2_s0_a4_4636.0,Tonsil_2_s0_a4,4636.0,280.95,292.35,20.0,22.0,6,19
Tonsil_3_s0_a1_10511.0,Tonsil_3_s0_a1,10511.0,695.5574,354.86887,61.0,65.0,8,16
Tonsil_3_s0_a1_9442.0,Tonsil_3_s0_a1,9442.0,620.3415,912.60974,82.0,87.0,9,0
Tonsil_2_s0_a6_10097.0,Tonsil_2_s0_a6,10097.0,590.619,351.0476,21.0,23.0,6,8
Tonsil_3_s0_a2_6275.0,Tonsil_3_s0_a2,6275.0,319.32,387.34,50.0,53.0,12,11
Tonsil_2_s0_a8_3825.0,Tonsil_2_s0_a8,3825.0,242.19672,989.4754,61.0,66.0,8,19
Tonsil_3_s0_a2_2473.0,Tonsil_3_s0_a2,2473.0,125.57377,110.196724,61.0,65.0,8,12
Tonsil_3_s0_a3_10877.0,Tonsil_3_s0_a3,10877.0,577.9,737.6,40.0,43.0,5,6
Tonsil_2_s0_a8_803.0,Tonsil_2_s0_a8,803.0,48.18868,285.49057,53.0,58.0,1,9
Tonsil_2_s0_a8_8555.0,Tonsil_2_s0_a8,8555.0,535.0816,812.8571,49.0,51.0,12,0
Tonsil_3_s0_a2_8697.0,Tonsil_3_s0_a2,8697.0,443.16418,107.49254,67.0,75.0,13,11
Tonsil_2_s0_a1_598.0,Tonsil_2_s0_a1,598.0,55.50685,247.9726,73.0,84.0,3,15
Tonsil_2_s0_a5_1429.0,Tonsil_2_s0_a5,1429.0,90.21212,929.3485,66.0,70.0,13,doublets
Tonsil_2_s0_a2_8881.0,Tonsil_2_s0_a2,8881.0,614.0857,740.2857,35.0,38.0,2,2
Tonsil_2_s0_a5_10991.0,Tonsil_2_s0_a5,10991.0,707.5,548.5,20.0,22.0,6,2
Tonsil_2_s0_a1_4362.0,Tonsil_2_s0_a1,4362.0,291.89474,255.1579,38.0,42.0,5,2
Tonsil_2_s0_a7_11880.0,Tonsil_2_s0_a7,11880.0,701.0816,771.61224,49.0,52.0,12,1
Tonsil_3_s0_a3_11998.0,Tonsil_3_s0_a3,11998.0,635.9844,813.9375,64.0,67.0,8,6
Tonsil_2_s0_a8_5947.0,Tonsil_2_s0_a8,5947.0,372.53333,911.6667,15.0,17.0,19,0
Tonsil_2_s0_a1_6894.0,Tonsil_2_s0_a1,6894.0,443.34375,406.85938,64.0,68.0,8,14
Tonsil_2_s0_a4_5271.0,Tonsil_2_s0_a4,5271.0,320.37036,76.01852,54.0,58.0,1,doublets
Tonsil_3_s0_a4_1116.0,Tonsil_3_s0_a4,1116.0,90.20388,768.8544,103.0,117.0,0,doublets
Tonsil_3_s0_a2_12758.0,Tonsil_3_s0_a2,12758.0,675.881,894.381,42.0,47.0,5,12
Tonsil_3_s0_a2_12663.0,Tonsil_3_s0_a2,12663.0,670.6479,272.66196,71.0,80.0,13,12
Tonsil_2_s0_a1_11495.0,Tonsil_2_s0_a1,11495.0,710.65717,160.2,35.0,39.0,2,doublets
Tonsil_3_s0_a2_6613.0,Tonsil_3_s0_a2,6613.0,335.5,946.6667,42.0,44.0,5,12
Tonsil_2_s0_a6_6837.0,Tonsil_2_s0_a6,6837.0,390.55103,321.0,49.0,52.0,12,16
Tonsil_3_s0_a1_3751.0,Tonsil_3_s0_a1,3751.0,220.13637,202.20454,44.0,45.0,17,13
Tonsil_2_s0_a8_3699.0,Tonsil_2_s0_a8,3699.0,233.82979,3.9787233,47.0,48.0,12,8
Tonsil_2_s0_a6_15416.0,Tonsil_2_s0_a6,15416.0,899.1121,923.2804,107.0,115.0,0,doublets
Tonsil_3_s0_a2_3563.0,Tonsil_3_s0_a2,3563.0,180.0921,672.9342,76.0,82.0,3,5
Tonsil_2_s0_a4_1883.0,Tonsil_2_s0_a4,1883.0,112.97059,444.61765,34.0,36.0,2,16
Tonsil_2_s0_a3_3909.0,Tonsil_2_s0_a3,3909.0,213.35849,550.7547,53.0,57.0,1,1
Tonsil_2_s0_a2_9634.0,Tonsil_2_s0_a2,9634.0,655.6177,203.61765,34.0,36.0,2,5
Tonsil_2_s0_a7_15355.0,Tonsil_2_s0_a7,15355.0,930.30634,276.12613,111.0,113.0,10,10
Tonsil_2_s0_a6_10546.0,Tonsil_2_s0_a6,10546.0,618.2414,351.0,29.0,33.0,11,13
Tonsil_2_s0_a4_8852.0,Tonsil_2_s0_a4,8852.0,572.84906,606.6604,53.0,57.0,1,17
Tonsil_2_s0_a3_10899.0,Tonsil_2_s0_a3,10899.0,598.0625,202.75,16.0,17.0,19,14
Tonsil_3_s0_a1_14422.0,Tonsil_3_s0_a1,14422.0,986.7561,684.3415,41.0,47.0,5,15
Tonsil_2_s0_a5_556.0,Tonsil_2_s0_a5,556.0,35.430378,572.03796,79.0,88.0,9,2
Tonsil_2_s0_a1_971.0,Tonsil_2_s0_a1,971.0,82.5,135.28334,60.0,64.0,8,doublets
Tonsil_3_s0_a2_14619.0,Tonsil_3_s0_a2,14619.0,786.1489,144.34042,47.0,50.0,12,doublets
Tonsil_3_s0_a3_13187.0,Tonsil_3_s0_a3,13187.0,700.7143,926.5,14.0,14.0,19,14
Tonsil_3_s0_a1_4306.0,Tonsil_3_s0_a1,4306.0,253.84314,498.2353,51.0,55.0,1,1
Tonsil_2_s0_a6_12469.0,Tonsil_2_s0_a6,12469.0,729.8241,854.10187,108.0,113.0,0,doublets
Tonsil_2_s0_a6_13013.0,Tonsil_2_s0_a6,13013.0,760.4783,379.80435,46.0,51.0,17,doublets
Tonsil_2_s0_a5_4318.0,Tonsil_2_s0_a5,4318.0,277.38095,201.49207,63.0,68.0,8,11
Tonsil_3_s0_a2_2032.0,Tonsil_3_s0_a2,2032.0,102.54762,208.40475,42.0,45.0,5,12
Tonsil_2_s0_a7_14452.0,Tonsil_2_s0_a7,14452.0,866.13794,569.95404,87.0,90.0,9,doublets
Tonsil_2_s0_a2_1375.0,Tonsil_2_s0_a2,1375.0,123.5,370.5,4.0,4.0,4,4
Tonsil_3_s0_a1_852.0,Tonsil_3_s0_a1,852.0,52.866665,887.93335,45.0,50.0,17,16
Tonsil_3_s0_a4_13810.0,Tonsil_3_s0_a4,13810.0,892.5294,987.55884,68.0,73.0,13,5
Tonsil_2_s0_a2_3338.0,Tonsil_2_s0_a2,3338.0,275.13434,783.91046,67.0,74.0,13,doublets
Tonsil_2_s0_a7_1515.0,Tonsil_2_s0_a7,1515.0,104.76471,318.29413,17.0,19.0,19,12
Tonsil_3_s0_a2_8806.0,Tonsil_3_s0_a2,8806.0,449.0,315.9508,61.0,68.0,8,doublets
Tonsil_2_s0_a5_7029.0,Tonsil_2_s0_a5,7029.0,450.91666,84.916664,24.0,24.0,15,4
Tonsil_2_s0_a4_536.0,Tonsil_2_s0_a4,536.0,30.55102,51.77551,49.0,52.0,12,1
Tonsil_3_s0_a4_9489.0,Tonsil_3_s0_a4,9489.0,598.48486,840.3939,33.0,34.0,2,13
Tonsil_3_s0_a1_5808.0,Tonsil_3_s0_a1,5808.0,353.34375,522.03125,32.0,33.0,11,1
Tonsil_2_s0_a4_446.0,Tonsil_2_s0_a4,446.0,24.911764,419.44116,34.0,37.0,2,1
Tonsil_2_s0_a7_7542.0,Tonsil_2_s0_a7,7542.0,458.13434,505.67163,67.0,71.0,13,8
Tonsil_2_s0_a1_2397.0,Tonsil_2_s0_a1,2397.0,172.89189,282.45947,37.0,40.0,2,6
Tonsil_2_s0_a2_10363.0,Tonsil_2_s0_a2,10363.0,694.9583,764.375,48.0,50.0,12,2
Tonsil_2_s0_a4_5671.0,Tonsil_2_s0_a4,5671.0,348.0,78.56604,53.0,61.0,1,1
Tonsil_2_s0_a1_316.0,Tonsil_2_s0_a1,316.0,31.891304,684.9783,46.0,52.0,17,doublets
Tonsil_3_s0_a4_668.0,Tonsil_3_s0_a4,668.0,53.05,689.1,20.0,21.0,6,doublets
Tonsil_2_s0_a4_13635.0,Tonsil_2_s0_a4,13635.0,929.1724,1.3793104,29.0,29.0,11,9
Tonsil_2_s0_a2_14282.0,Tonsil_2_s0_a2,14282.0,975.7368,644.114,114.0,120.0,10,18
Tonsil_2_s0_a1_10865.0,Tonsil_2_s0_a1,10865.0,673.0455,949.3182,22.0,24.0,6,doublets
Tonsil_2_s0_a3_2595.0,Tonsil_2_s0_a3,2595.0,145.37038,466.87036,54.0,55.0,1,1
Tonsil_3_s0_a2_12610.0,Tonsil_3_s0_a2,12610.0,667.85,403.0,80.0,85.0,9,12
Tonsil_2_s0_a1_3054.0,Tonsil_2_s0_a1,3054.0,211.21428,227.5,28.0,28.0,11,2
Tonsil_2_s0_a5_652.0,Tonsil_2_s0_a5,652.0,42.02381,675.4524,84.0,88.0,9,2
Tonsil_2_s0_a8_15622.0,Tonsil_2_s0_a8,15622.0,986.6,408.2,5.0,5.0,4,8
Tonsil_3_s0_a4_2170.0,Tonsil_3_s0_a4,2170.0,162.59091,179.31818,22.0,26.0,6,9
Tonsil_1_s0_a1_2.0,Tonsil_1_s0_a1,2.0,2.1842105,15.973684,38.0,40.0,5,4
Tonsil_2_s0_a5_11894.0,Tonsil_2_s0_a5,11894.0,764.7111,446.64444,45.0,50.0,17,8
Tonsil_2_s0_a2_6440.0,Tonsil_2_s0_a2,6440.0,472.9697,427.16666,66.0,71.0,13,doublets
Tonsil_3_s0_a2_6112.0,Tonsil_3_s0_a2,6112.0,310.96362,728.9091,55.0,61.0,16,11
Tonsil_3_s0_a2_7149.0,Tonsil_3_s0_a2,7149.0,362.82858,772.3143,35.0,40.0,2,12
Tonsil_2_s0_a7_380.0,Tonsil_2_s0_a7,380.0,25.930233,950.9535,43.0,46.0,17,17
Tonsil_2_s0_a4_8491.0,Tonsil_2_s0_a4,8491.0,546.4,583.86664,15.0,16.0,19,17
Tonsil_2_s0_a1_7978.0,Tonsil_2_s0_a1,7978.0,509.72342,453.46808,47.0,49.0,12,14
Tonsil_3_s0_a2_7333.0,Tonsil_3_s0_a2,7333.0,372.82053,548.0513,39.0,43.0,5,11
Tonsil_2_s0_a3_3119.0,Tonsil_2_s0_a3,3119.0,173.6,337.78,50.0,51.0,12,14
Tonsil_2_s0_a2_7812.0,Tonsil_2_s0_a2,7812.0,552.70734,925.9268,41.0,44.0,5,5
Tonsil_2_s0_a8_9708.0,Tonsil_2_s0_a8,9708.0,608.4578,456.59036,83.0,88.0,9,doublets
Tonsil_2_s0_a6_5571.0,Tonsil_2_s0_a6,5571.0,316.325,139.775,40.0,46.0,5,16
Tonsil_3_s0_a1_8755.0,Tonsil_3_s0_a1,8755.0,569.46155,111.61539,13.0,14.0,19,doublets
Tonsil_3_s0_a3_1164.0,Tonsil_3_s0_a3,1164.0,66.22581,425.80646,31.0,34.0,11,8
Tonsil_3_s0_a4_5461.0,Tonsil_3_s0_a4,5461.0,366.78378,634.5405,37.0,37.0,2,13
Tonsil_2_s0_a8_12360.0,Tonsil_2_s0_a8,12360.0,773.46155,995.9487,39.0,41.0,5,10
Tonsil_3_s0_a2_6823.0,Tonsil_3_s0_a2,6823.0,346.4565,134.84782,46.0,48.0,17,doublets
Tonsil_2_s0_a1_10333.0,Tonsil_2_s0_a1,10333.0,641.7451,48.882355,51.0,61.0,1,14
Tonsil_3_s0_a2_16080.0,Tonsil_3_s0_a2,16080.0,883.0,637.0,9.0,9.0,4,10
Tonsil_2_s0_a1_2438.0,Tonsil_2_s0_a1,2438.0,175.12727,2.3818183,55.0,57.0,16,7
Tonsil_2_s0_a8_8954.0,Tonsil_2_s0_a8,8954.0,561.8929,692.6964,56.0,59.0,16,doublets
Tonsil_3_s0_a1_11657.0,Tonsil_3_s0_a1,11657.0,771.3913,184.56522,23.0,23.0,15,4
Tonsil_2_s0_a4_10804.0,Tonsil_2_s0_a4,10804.0,726.2692,141.1827,104.0,106.0,0,doublets
Tonsil_2_s0_a7_6063.0,Tonsil_2_s0_a7,6063.0,376.14893,664.8936,47.0,47.0,12,17
Tonsil_2_s0_a4_11597.0,Tonsil_2_s0_a4,11597.0,784.86,395.7,50.0,55.0,12,13
Tonsil_2_s0_a1_13727.0,Tonsil_2_s0_a1,13727.0,860.2526,388.6316,95.0,104.0,14,10
Tonsil_3_s0_a4_11377.0,Tonsil_3_s0_a4,11377.0,709.5283,4.075472,53.0,59.0,1,doublets
Tonsil_2_s0_a6_9798.0,Tonsil_2_s0_a6,9798.0,570.6818,885.8409,44.0,46.0,17,1
Tonsil_2_s0_a2_13605.0,Tonsil_2_s0_a2,13605.0,901.5357,505.0,56.0,59.0,16,14
Tonsil_3_s0_a4_9671.0,Tonsil_3_s0_a4,9671.0,608.89703,750.3677,68.0,76.0,13,doublets
Tonsil_2_s0_a8_15160.0,Tonsil_2_s0_a8,15160.0,957.0,296.85715,28.0,31.0,11,8
Tonsil_3_s0_a3_14666.0,Tonsil_3_s0_a3,14666.0,779.7568,746.02704,37.0,39.0,2,doublets
Tonsil_2_s0_a6_12732.0,Tonsil_2_s0_a6,12732.0,744.29785,793.80853,47.0,50.0,12,1
Tonsil_2_s0_a7_3226.0,Tonsil_2_s0_a7,3226.0,210.05661,404.26416,53.0,55.0,1,12
Tonsil_3_s0_a3_15882.0,Tonsil_3_s0_a3,15882.0,847.9028,428.34723,72.0,77.0,3,2
Tonsil_2_s0_a3_3938.0,Tonsil_2_s0_a3,3938.0,215.0,564.3611,36.0,38.0,2,1
Tonsil_3_s0_a2_2243.0,Tonsil_3_s0_a2,2243.0,114.341774,82.025314,79.0,84.0,9,4
Tonsil_3_s0_a3_17334.0,Tonsil_3_s0_a3,17334.0,932.38464,172.64102,39.0,43.0,5,11
Tonsil_2_s0_a6_10724.0,Tonsil_2_s0_a6,10724.0,628.53656,944.4146,41.0,44.0,5,3
Tonsil_3_s0_a4_8924.0,Tonsil_3_s0_a4,8924.0,567.5,631.7778,18.0,18.0,6,16
Tonsil_2_s0_a6_3934.0,Tonsil_2_s0_a6,3934.0,222.87604,855.52893,121.0,129.0,10,17
Tonsil_2_s0_a3_14240.0,Tonsil_2_s0_a3,14240.0,797.0,371.5,18.0,18.0,6,5
Tonsil_2_s0_a7_15669.0,Tonsil_2_s0_a7,15669.0,952.4375,513.4375,32.0,34.0,11,1
Tonsil_2_s0_a5_7514.0,Tonsil_2_s0_a5,7514.0,481.0435,902.26086,69.0,74.0,13,doublets
Tonsil_3_s0_a3_14439.0,Tonsil_3_s0_a3,14439.0,767.94116,17.509804,51.0,52.0,1,11
Tonsil_2_s0_a1_10360.0,Tonsil_2_s0_a1,10360.0,643.12244,955.9388,49.0,54.0,12,14
Tonsil_3_s0_a1_11220.0,Tonsil_3_s0_a1,11220.0,741.48,839.36,25.0,26.0,15,16
Tonsil_2_s0_a3_11487.0,Tonsil_2_s0_a3,11487.0,631.30554,102.06944,72.0,78.0,3,doublets
Tonsil_2_s0_a4_14337.0,Tonsil_2_s0_a4,14337.0,974.5844,844.8961,77.0,86.0,3,doublets
Tonsil_2_s0_a6_4639.0,Tonsil_2_s0_a6,4639.0,263.7097,353.12903,31.0,32.0,11,19
Tonsil_2_s0_a6_2093.0,Tonsil_2_s0_a6,2093.0,119.97222,843.5278,72.0,79.0,3,17
Tonsil_3_s0_a4_4757.0,Tonsil_3_s0_a4,4757.0,321.71112,638.04443,45.0,48.0,17,5
Tonsil_2_s0_a8_15537.0,Tonsil_2_s0_a8,15537.0,981.88403,833.5942,69.0,76.0,13,doublets
Tonsil_3_s0_a4_11321.0,Tonsil_3_s0_a4,11321.0,705.1,532.05,20.0,21.0,6,13
Tonsil_2_s0_a3_11823.0,Tonsil_2_s0_a3,11823.0,650.5056,242.06741,89.0,95.0,14,doublets
Tonsil_2_s0_a7_13739.0,Tonsil_2_s0_a7,13739.0,819.5714,845.8214,84.0,88.0,9,doublets
Tonsil_3_s0_a2_10431.0,Tonsil_3_s0_a2,10431.0,541.46295,244.46297,54.0,60.0,1,11
Tonsil_3_s0_a4_7418.0,Tonsil_3_s0_a4,7418.0,482.0,573.5,30.0,30.0,11,13
Tonsil_2_s0_a4_9646.0,Tonsil_2_s0_a4,9646.0,635.94116,837.62744,51.0,55.0,1,13
Tonsil_2_s0_a4_10815.0,Tonsil_2_s0_a4,10815.0,726.4839,754.871,31.0,33.0,11,13
Tonsil_2_s0_a6_3527.0,Tonsil_2_s0_a6,3527.0,199.09616,219.5,52.0,56.0,1,1
Tonsil_3_s0_a3_17586.0,Tonsil_3_s0_a3,17586.0,947.12244,821.2449,49.0,51.0,12,5
Tonsil_3_s0_a4_10011.0,Tonsil_3_s0_a4,10011.0,627.87036,333.0926,54.0,60.0,1,13
Tonsil_2_s0_a8_11520.0,Tonsil_2_s0_a8,11520.0,720.5,879.0,42.0,44.0,5,doublets
Tonsil_3_s0_a4_14546.0,Tonsil_3_s0_a4,14546.0,948.4828,687.10345,29.0,30.0,11,17
Tonsil_2_s0_a1_9707.0,Tonsil_2_s0_a1,9707.0,606.1111,598.4127,63.0,67.0,8,14
Tonsil_2_s0_a3_303.0,Tonsil_2_s0_a3,303.0,17.571428,912.1857,70.0,78.0,13,0
Tonsil_2_s0_a5_12628.0,Tonsil_2_s0_a5,12628.0,810.2955,910.5682,44.0,49.0,17,19
Tonsil_2_s0_a1_10298.0,Tonsil_2_s0_a1,10298.0,639.1177,513.41174,17.0,17.0,19,14
Tonsil_2_s0_a7_7344.0,Tonsil_2_s0_a7,7344.0,447.16278,803.27905,43.0,47.0,17,16
Tonsil_2_s0_a8_12342.0,Tonsil_2_s0_a8,12342.0,773.0909,267.30304,33.0,37.0,2,2
Tonsil_2_s0_a6_2652.0,Tonsil_2_s0_a6,2652.0,151.64,1.52,25.0,26.0,15,15
Tonsil_2_s0_a8_5006.0,Tonsil_2_s0_a8,5006.0,315.36365,904.11365,44.0,48.0,17,3
Tonsil_2_s0_a6_7294.0,Tonsil_2_s0_a6,7294.0,418.14285,341.8095,21.0,22.0,6,19
Tonsil_3_s0_a3_7989.0,Tonsil_3_s0_a3,7989.0,430.65216,474.78262,46.0,52.0,17,6
Tonsil_3_s0_a2_12443.0,Tonsil_3_s0_a2,12443.0,658.8605,696.02325,43.0,44.0,17,12
Tonsil_2_s0_a1_11292.0,Tonsil_2_s0_a1,11292.0,698.7143,808.0,7.0,7.0,4,6
Tonsil_3_s0_a2_598.0,Tonsil_3_s0_a2,598.0,29.465117,889.3023,43.0,45.0,17,12
Tonsil_2_s0_a7_4551.0,Tonsil_2_s0_a7,4551.0,288.6,891.6,15.0,15.0,19,17
Tonsil_3_s0_a2_3280.0,Tonsil_3_s0_a2,3280.0,166.75,356.2361,72.0,78.0,3,11
Tonsil_3_s0_a3_2766.0,Tonsil_3_s0_a3,2766.0,155.96774,747.1129,62.0,64.0,8,doublets
Tonsil_2_s0_a2_2067.0,Tonsil_2_s0_a2,2067.0,179.09616,642.46155,52.0,56.0,1,8
Tonsil_2_s0_a6_10699.0,Tonsil_2_s0_a6,10699.0,626.9167,415.97223,36.0,37.0,2,17
Tonsil_2_s0_a5_5296.0,Tonsil_2_s0_a5,5296.0,339.7143,362.67142,70.0,71.0,13,2
Tonsil_3_s0_a4_12347.0,Tonsil_3_s0_a4,12347.0,778.71234,797.0411,73.0,79.0,3,0
Tonsil_3_s0_a3_10137.0,Tonsil_3_s0_a3,10137.0,540.17645,339.82352,51.0,53.0,1,doublets
Tonsil_2_s0_a4_11988.0,Tonsil_2_s0_a4,11988.0,812.7143,914.0952,21.0,23.0,6,doublets
Tonsil_2_s0_a3_8013.0,Tonsil_2_s0_a3,8013.0,434.96295,81.03704,27.0,32.0,15,8
Tonsil_2_s0_a4_961.0,Tonsil_2_s0_a4,961.0,56.21839,171.81609,87.0,94.0,9,1
Tonsil_3_s0_a4_11842.0,Tonsil_3_s0_a4,11842.0,739.7882,388.7294,85.0,88.0,9,9
Tonsil_3_s0_a2_11943.0,Tonsil_3_s0_a2,11943.0,630.67926,666.6604,53.0,59.0,1,11
Tonsil_3_s0_a4_15074.0,Tonsil_3_s0_a4,15074.0,984.3594,687.9844,64.0,68.0,8,doublets
Tonsil_2_s0_a2_6771.0,Tonsil_2_s0_a2,6771.0,493.54544,328.56198,121.0,130.0,10,5
Tonsil_3_s0_a1_7414.0,Tonsil_3_s0_a1,7414.0,468.57895,509.98245,57.0,60.0,16,doublets
Tonsil_2_s0_a6_6074.0,Tonsil_2_s0_a6,6074.0,345.50748,919.02985,67.0,68.0,13,0
Tonsil_2_s0_a8_14429.0,Tonsil_2_s0_a8,14429.0,911.25,834.4375,16.0,17.0,19,15
Tonsil_2_s0_a5_2128.0,Tonsil_2_s0_a5,2128.0,134.84694,494.84692,98.0,106.0,0,14
Tonsil_2_s0_a1_14468.0,Tonsil_2_s0_a1,14468.0,919.875,522.8333,72.0,75.0,3,doublets
Tonsil_3_s0_a4_5749.0,Tonsil_3_s0_a4,5749.0,384.47827,698.15216,46.0,48.0,17,doublets
Tonsil_3_s0_a3_894.0,Tonsil_3_s0_a3,894.0,50.546513,198.24419,86.0,101.0,9,5
Tonsil_3_s0_a1_2683.0,Tonsil_3_s0_a1,2683.0,157.84848,660.8788,33.0,35.0,2,16
Tonsil_2_s0_a3_13807.0,Tonsil_2_s0_a3,13807.0,768.9778,166.91112,45.0,50.0,17,8
Tonsil_2_s0_a4_10200.0,Tonsil_2_s0_a4,10200.0,678.7308,568.2308,52.0,55.0,1,16
Tonsil_2_s0_a8_13941.0,Tonsil_2_s0_a8,13941.0,880.3571,654.5571,70.0,73.0,13,doublets
Tonsil_3_s0_a2_14128.0,Tonsil_3_s0_a2,14128.0,755.7273,531.1818,22.0,24.0,6,4
Tonsil_2_s0_a7_9632.0,Tonsil_2_s0_a7,9632.0,574.92645,289.69116,68.0,72.0,13,2
Tonsil_3_s0_a3_3940.0,Tonsil_3_s0_a3,3940.0,220.23914,164.54347,46.0,51.0,17,5
Tonsil_2_s0_a6_13133.0,Tonsil_2_s0_a6,13133.0,766.77356,934.6226,53.0,57.0,1,3
Tonsil_3_s0_a2_16116.0,Tonsil_3_s0_a2,16116.0,886.5,6.8125,16.0,17.0,19,doublets
Tonsil_2_s0_a2_8261.0,Tonsil_2_s0_a2,8261.0,578.6875,501.5625,32.0,34.0,11,14
