,sample,id,x,y,area,area_convex,KM_label_nc20,star_KM_label_nc20
Tonsil_2_s0_a7_5423.0,Tonsil_2_s0_a7,5423.0,339.2459,977.082,61.0,65.0,8,17
Tonsil_2_s0_a4_668.0,Tonsil_2_s0_a4,668.0,37.589287,709.3036,56.0,60.0,16,13
Tonsil_2_s0_a2_14170.0,Tonsil_2_s0_a2,14170.0,963.2742,683.5,62.0,65.0,8,14
Tonsil_2_s0_a7_5456.0,Tonsil_2_s0_a7,5456.0,341.5862,185.03448,29.0,34.0,11,8
Tonsil_2_s0_a5_6476.0,Tonsil_2_s0_a5,6476.0,414.31915,658.2553,47.0,50.0,12,14
Tonsil_2_s0_a2_6828.0,Tonsil_2_s0_a2,6828.0,495.30435,281.91306,23.0,25.0,15,5
Tonsil_2_s0_a1_15358.0,Tonsil_2_s0_a1,15358.0,994.2469,678.4568,81.0,84.0,9,4
Tonsil_2_s0_a2_5412.0,Tonsil_2_s0_a2,5412.0,410.10345,440.0862,58.0,64.0,16,8
Tonsil_3_s0_a4_10588.0,Tonsil_3_s0_a4,10588.0,660.0714,732.5714,14.0,16.0,19,13
Tonsil_3_s0_a1_14535.0,Tonsil_3_s0_a1,14535.0,997.1429,703.9143,35.0,36.0,2,doublets
Tonsil_2_s0_a7_10661.0,Tonsil_2_s0_a7,10661.0,631.0,65.5,26.0,26.0,15,doublets
Tonsil_3_s0_a4_622.0,Tonsil_3_s0_a4,622.0,50.451614,356.58066,31.0,32.0,11,doublets
Tonsil_3_s0_a4_566.0,Tonsil_3_s0_a4,566.0,45.81,323.29,100.0,112.0,0,doublets
Tonsil_2_s0_a6_7878.0,Tonsil_2_s0_a6,7878.0,452.27274,654.7727,44.0,48.0,17,17
Tonsil_2_s0_a3_5171.0,Tonsil_2_s0_a3,5171.0,279.97058,375.61765,34.0,36.0,2,2
Tonsil_2_s0_a8_3583.0,Tonsil_2_s0_a8,3583.0,226.77586,628.5517,58.0,62.0,16,3
Tonsil_3_s0_a3_15839.0,Tonsil_3_s0_a3,15839.0,845.5897,419.03845,78.0,84.0,3,14
Tonsil_2_s0_a1_6748.0,Tonsil_2_s0_a1,6748.0,433.86667,373.02222,90.0,99.0,14,doublets
Tonsil_2_s0_a7_8670.0,Tonsil_2_s0_a7,8670.0,521.6604,144.77359,53.0,56.0,1,2
Tonsil_2_s0_a7_8415.0,Tonsil_2_s0_a7,8415.0,507.3684,156.17545,57.0,60.0,16,doublets
Tonsil_3_s0_a1_5368.0,Tonsil_3_s0_a1,5368.0,319.02127,57.12766,47.0,53.0,12,19
Tonsil_2_s0_a6_1400.0,Tonsil_2_s0_a6,1400.0,81.05882,156.76471,51.0,54.0,1,1
Tonsil_2_s0_a2_14462.0,Tonsil_2_s0_a2,14462.0,998.3333,254.33333,3.0,3.0,4,4
Tonsil_2_s0_a2_7738.0,Tonsil_2_s0_a2,7738.0,549.3171,526.70734,82.0,85.0,9,14
Tonsil_3_s0_a4_14460.0,Tonsil_3_s0_a4,14460.0,942.4,45.7,20.0,22.0,6,doublets
Tonsil_3_s0_a4_4175.0,Tonsil_3_s0_a4,4175.0,285.48386,456.07526,93.0,99.0,14,9
Tonsil_3_s0_a2_3752.0,Tonsil_3_s0_a2,3752.0,189.55814,10.488372,43.0,46.0,17,12
Tonsil_2_s0_a2_13371.0,Tonsil_2_s0_a2,13371.0,879.4561,593.4035,57.0,58.0,16,2
Tonsil_2_s0_a7_5400.0,Tonsil_2_s0_a7,5400.0,337.68808,633.2385,109.0,114.0,0,doublets
Tonsil_2_s0_a6_2228.0,Tonsil_2_s0_a6,2228.0,127.27586,684.4138,29.0,30.0,11,17
Tonsil_3_s0_a4_10039.0,Tonsil_3_s0_a4,10039.0,629.86957,759.34784,46.0,50.0,17,doublets
Tonsil_2_s0_a5_2764.0,Tonsil_2_s0_a5,2764.0,177.98305,870.5763,59.0,64.0,16,9
Tonsil_2_s0_a1_10960.0,Tonsil_2_s0_a1,10960.0,680.20514,776.87177,39.0,40.0,5,2
Tonsil_2_s0_a7_1965.0,Tonsil_2_s0_a7,1965.0,134.68478,88.17391,92.0,97.0,14,10
Tonsil_3_s0_a4_1867.0,Tonsil_3_s0_a4,1867.0,143.13158,174.39473,38.0,43.0,5,0
Tonsil_3_s0_a4_3365.0,Tonsil_3_s0_a4,3365.0,236.10345,746.0345,58.0,62.0,16,6
Tonsil_2_s0_a3_11828.0,Tonsil_2_s0_a3,11828.0,650.92725,52.50909,55.0,62.0,16,8
Tonsil_2_s0_a1_2990.0,Tonsil_2_s0_a1,2990.0,207.29411,650.8823,34.0,39.0,2,14
Tonsil_2_s0_a5_4787.0,Tonsil_2_s0_a5,4787.0,306.30768,907.38464,26.0,27.0,15,15
Tonsil_2_s0_a6_3272.0,Tonsil_2_s0_a6,3272.0,184.64583,797.5,48.0,52.0,12,doublets
Tonsil_2_s0_a2_5022.0,Tonsil_2_s0_a2,5022.0,386.89655,423.48276,29.0,30.0,11,6
Tonsil_3_s0_a2_4518.0,Tonsil_3_s0_a2,4518.0,227.2683,884.9756,41.0,45.0,5,12
Tonsil_2_s0_a4_12911.0,Tonsil_2_s0_a4,12911.0,879.3,613.42,50.0,54.0,12,17
Tonsil_3_s0_a2_9140.0,Tonsil_3_s0_a2,9140.0,466.4375,284.41666,48.0,49.0,12,11
Tonsil_2_s0_a4_9604.0,Tonsil_2_s0_a4,9604.0,632.35187,470.0926,54.0,58.0,1,13
Tonsil_2_s0_a7_12708.0,Tonsil_2_s0_a7,12708.0,754.38574,927.3143,70.0,74.0,13,doublets
Tonsil_2_s0_a6_17010.0,Tonsil_2_s0_a6,17010.0,995.67645,701.4559,68.0,71.0,13,16
Tonsil_2_s0_a8_257.0,Tonsil_2_s0_a8,257.0,15.277778,496.2037,54.0,56.0,1,17
Tonsil_2_s0_a8_11672.0,Tonsil_2_s0_a8,11672.0,730.87756,704.59186,49.0,52.0,12,doublets
Tonsil_2_s0_a8_14463.0,Tonsil_2_s0_a8,14463.0,912.81665,674.0333,60.0,62.0,8,3
Tonsil_2_s0_a6_6942.0,Tonsil_2_s0_a6,6942.0,397.0,332.45282,53.0,58.0,1,1
Tonsil_3_s0_a2_16666.0,Tonsil_3_s0_a2,16666.0,936.73914,147.27536,69.0,73.0,13,10
Tonsil_3_s0_a2_7919.0,Tonsil_3_s0_a2,7919.0,403.24,421.24,50.0,54.0,12,11
Tonsil_2_s0_a6_14954.0,Tonsil_2_s0_a6,14954.0,871.5,734.3,40.0,40.0,5,19
Tonsil_2_s0_a1_8671.0,Tonsil_2_s0_a1,8671.0,548.8461,266.5,52.0,56.0,1,14
Tonsil_2_s0_a6_4954.0,Tonsil_2_s0_a6,4954.0,281.66666,950.0417,24.0,26.0,15,17
Tonsil_3_s0_a3_10104.0,Tonsil_3_s0_a3,10104.0,538.36365,306.4091,22.0,24.0,6,12
Tonsil_2_s0_a5_9962.0,Tonsil_2_s0_a5,9962.0,640.1818,590.0303,33.0,34.0,2,6
Tonsil_2_s0_a7_1249.0,Tonsil_2_s0_a7,1249.0,86.47059,166.90196,51.0,54.0,1,10
Tonsil_3_s0_a3_7582.0,Tonsil_3_s0_a3,7582.0,408.8,433.4,5.0,5.0,4,5
Tonsil_3_s0_a4_7599.0,Tonsil_3_s0_a4,7599.0,492.9,958.45,20.0,21.0,6,6
Tonsil_2_s0_a7_14043.0,Tonsil_2_s0_a7,14043.0,839.3778,809.6,45.0,51.0,17,3
Tonsil_2_s0_a6_12416.0,Tonsil_2_s0_a6,12416.0,726.91174,880.14703,34.0,37.0,2,doublets
Tonsil_2_s0_a3_12981.0,Tonsil_2_s0_a3,12981.0,716.7308,589.61536,52.0,57.0,1,doublets
Tonsil_2_s0_a1_2571.0,Tonsil_2_s0_a1,2571.0,183.22858,93.85714,35.0,39.0,2,14
Tonsil_2_s0_a2_3650.0,Tonsil_2_s0_a2,3650.0,294.92307,644.11536,52.0,55.0,1,8
Tonsil_2_s0_a8_8556.0,Tonsil_2_s0_a8,8556.0,535.0714,824.0714,70.0,74.0,13,10
Tonsil_2_s0_a5_6906.0,Tonsil_2_s0_a5,6906.0,443.30188,156.64151,53.0,56.0,1,doublets
Tonsil_3_s0_a2_9991.0,Tonsil_3_s0_a2,9991.0,514.7015,128.28358,67.0,71.0,13,doublets
Tonsil_3_s0_a2_4066.0,Tonsil_3_s0_a2,4066.0,205.92157,213.68628,51.0,55.0,1,12
Tonsil_2_s0_a8_12872.0,Tonsil_2_s0_a8,12872.0,808.75,855.13635,44.0,48.0,17,0
Tonsil_2_s0_a2_9871.0,Tonsil_2_s0_a2,9871.0,667.89874,328.05063,79.0,88.0,9,doublets
Tonsil_2_s0_a2_7807.0,Tonsil_2_s0_a2,7807.0,550.85077,168.41791,67.0,74.0,13,doublets
Tonsil_3_s0_a3_16925.0,Tonsil_3_s0_a3,16925.0,907.4861,436.0139,72.0,78.0,3,14
Tonsil_2_s0_a6_14572.0,Tonsil_2_s0_a6,14572.0,849.5,885.8,40.0,40.0,5,3
Tonsil_2_s0_a8_12506.0,Tonsil_2_s0_a8,12506.0,784.2558,458.5814,43.0,48.0,17,11
Tonsil_2_s0_a3_16495.0,Tonsil_2_s0_a3,16495.0,973.5345,508.44827,58.0,66.0,16,doublets
Tonsil_2_s0_a8_13393.0,Tonsil_2_s0_a8,13393.0,844.6486,313.64865,37.0,40.0,2,14
Tonsil_2_s0_a6_8600.0,Tonsil_2_s0_a6,8600.0,497.74576,228.0339,59.0,62.0,16,16
Tonsil_2_s0_a8_11702.0,Tonsil_2_s0_a8,11702.0,733.1786,370.10715,56.0,64.0,16,2
Tonsil_3_s0_a4_11525.0,Tonsil_3_s0_a4,11525.0,717.94116,920.1177,34.0,37.0,2,15
Tonsil_2_s0_a1_15188.0,Tonsil_2_s0_a1,15188.0,980.26984,922.15875,63.0,66.0,8,6
Tonsil_2_s0_a7_3596.0,Tonsil_2_s0_a7,3596.0,231.67693,112.276924,65.0,69.0,8,4
Tonsil_2_s0_a8_10393.0,Tonsil_2_s0_a8,10393.0,650.5217,469.30435,46.0,48.0,17,doublets
Tonsil_2_s0_a5_5677.0,Tonsil_2_s0_a5,5677.0,363.07895,134.36842,38.0,41.0,5,6
Tonsil_3_s0_a3_18090.0,Tonsil_3_s0_a3,18090.0,976.8095,120.35714,42.0,48.0,5,2
Tonsil_3_s0_a3_223.0,Tonsil_3_s0_a3,223.0,12.178082,205.0685,73.0,80.0,3,doublets
Tonsil_2_s0_a3_5364.0,Tonsil_2_s0_a3,5364.0,289.11493,238.12643,87.0,104.0,9,doublets
Tonsil_2_s0_a6_13715.0,Tonsil_2_s0_a6,13715.0,799.34375,319.89062,64.0,68.0,8,doublets
Tonsil_2_s0_a1_13356.0,Tonsil_2_s0_a1,13356.0,833.1045,471.32837,67.0,72.0,13,doublets
Tonsil_2_s0_a6_6731.0,Tonsil_2_s0_a6,6731.0,383.91177,795.7059,68.0,75.0,13,17
Tonsil_2_s0_a2_9800.0,Tonsil_2_s0_a2,9800.0,664.3,39.633335,30.0,33.0,11,8
Tonsil_2_s0_a6_2547.0,Tonsil_2_s0_a6,2547.0,144.65218,777.4058,69.0,75.0,13,17
Tonsil_2_s0_a7_8516.0,Tonsil_2_s0_a7,8516.0,512.9211,492.3684,38.0,41.0,5,8
Tonsil_2_s0_a2_133.0,Tonsil_2_s0_a2,133.0,10.88,914.08,25.0,28.0,15,doublets
Tonsil_3_s0_a3_6379.0,Tonsil_3_s0_a3,6379.0,347.9,124.2,10.0,11.0,4,4
Tonsil_2_s0_a6_9956.0,Tonsil_2_s0_a6,9956.0,580.3077,852.03845,52.0,55.0,1,0
Tonsil_2_s0_a7_12590.0,Tonsil_2_s0_a7,12590.0,747.18665,471.22665,75.0,81.0,3,doublets
Tonsil_3_s0_a4_2349.0,Tonsil_3_s0_a4,2349.0,172.38298,580.40424,47.0,51.0,12,15
Tonsil_2_s0_a6_8387.0,Tonsil_2_s0_a6,8387.0,484.13333,708.73334,45.0,48.0,17,19
Tonsil_2_s0_a2_10912.0,Tonsil_2_s0_a2,10912.0,725.6667,540.875,24.0,24.0,15,2
Tonsil_3_s0_a3_3463.0,Tonsil_3_s0_a3,3463.0,195.84375,243.9375,32.0,35.0,11,12
Tonsil_3_s0_a4_7775.0,Tonsil_3_s0_a4,7775.0,502.18332,799.35,60.0,65.0,8,doublets
Tonsil_3_s0_a2_7058.0,Tonsil_3_s0_a2,7058.0,358.5,263.0,44.0,44.0,17,12
Tonsil_3_s0_a4_10178.0,Tonsil_3_s0_a4,10178.0,637.51666,704.48334,60.0,66.0,8,doublets
Tonsil_2_s0_a4_2925.0,Tonsil_2_s0_a4,2925.0,174.92857,618.95917,98.0,114.0,0,9
Tonsil_2_s0_a4_4068.0,Tonsil_2_s0_a4,4068.0,244.35417,790.8333,48.0,52.0,12,16
Tonsil_2_s0_a1_1798.0,Tonsil_2_s0_a1,1798.0,135.85715,945.3452,84.0,92.0,9,doublets
Tonsil_2_s0_a1_12486.0,Tonsil_2_s0_a1,12486.0,774.05884,193.13725,51.0,52.0,1,14
Tonsil_2_s0_a5_6249.0,Tonsil_2_s0_a5,6249.0,398.6757,967.2162,37.0,37.0,2,13
Tonsil_2_s0_a2_14041.0,Tonsil_2_s0_a2,14041.0,947.7531,447.14816,81.0,92.0,9,doublets
Tonsil_2_s0_a8_9241.0,Tonsil_2_s0_a8,9241.0,580.0862,850.39655,58.0,59.0,16,10
Tonsil_2_s0_a8_10483.0,Tonsil_2_s0_a8,10483.0,656.7059,32.294117,17.0,17.0,19,4
Tonsil_2_s0_a8_9939.0,Tonsil_2_s0_a8,9939.0,622.6071,213.82143,28.0,30.0,11,6
Tonsil_2_s0_a3_8766.0,Tonsil_2_s0_a3,8766.0,476.925,198.975,40.0,41.0,5,doublets
Tonsil_3_s0_a1_10795.0,Tonsil_3_s0_a1,10795.0,713.6579,944.1842,38.0,41.0,5,doublets
Tonsil_3_s0_a2_9463.0,Tonsil_3_s0_a2,9463.0,484.1087,731.1087,46.0,50.0,17,12
Tonsil_2_s0_a8_5360.0,Tonsil_2_s0_a8,5360.0,336.95,357.1,20.0,21.0,6,8
Tonsil_3_s0_a2_11327.0,Tonsil_3_s0_a2,11327.0,595.38464,151.61539,13.0,13.0,19,5
Tonsil_2_s0_a2_10318.0,Tonsil_2_s0_a2,10318.0,693.0,66.32353,102.0,107.0,0,doublets
Tonsil_3_s0_a3_10488.0,Tonsil_3_s0_a3,10488.0,558.9388,573.9388,49.0,53.0,12,6
Tonsil_3_s0_a2_12988.0,Tonsil_3_s0_a2,12988.0,689.48334,864.95,60.0,67.0,8,doublets
Tonsil_2_s0_a6_1709.0,Tonsil_2_s0_a6,1709.0,98.96667,481.5,30.0,32.0,11,19
Tonsil_3_s0_a2_14920.0,Tonsil_3_s0_a2,14920.0,804.5,480.0,26.0,26.0,15,doublets
Tonsil_3_s0_a1_5015.0,Tonsil_3_s0_a1,5015.0,299.1087,584.913,46.0,49.0,17,1
Tonsil_3_s0_a4_9101.0,Tonsil_3_s0_a4,9101.0,577.5,308.7857,28.0,28.0,11,15
Tonsil_2_s0_a2_5296.0,Tonsil_2_s0_a2,5296.0,402.4,990.61816,55.0,63.0,16,5
Tonsil_2_s0_a1_6009.0,Tonsil_2_s0_a1,6009.0,389.3793,809.2069,29.0,29.0,11,doublets
Tonsil_2_s0_a2_917.0,Tonsil_2_s0_a2,917.0,82.46667,906.15,60.0,68.0,8,doublets
Tonsil_2_s0_a1_4808.0,Tonsil_2_s0_a1,4808.0,317.18033,839.0328,61.0,65.0,8,5
Tonsil_2_s0_a6_3267.0,Tonsil_2_s0_a6,3267.0,184.58824,149.26471,34.0,38.0,2,1
Tonsil_3_s0_a2_4503.0,Tonsil_3_s0_a2,4503.0,227.33333,152.18518,27.0,30.0,15,11
Tonsil_3_s0_a2_9701.0,Tonsil_3_s0_a2,9701.0,499.2745,111.21568,51.0,60.0,1,5
Tonsil_3_s0_a2_15386.0,Tonsil_3_s0_a2,15386.0,834.65,35.6,20.0,22.0,6,4
Tonsil_3_s0_a1_10406.0,Tonsil_3_s0_a1,10406.0,688.70215,409.04254,47.0,48.0,12,doublets
Tonsil_3_s0_a2_8150.0,Tonsil_3_s0_a2,8150.0,414.35556,626.57776,45.0,48.0,17,11
Tonsil_2_s0_a7_2777.0,Tonsil_2_s0_a7,2777.0,182.89062,600.1875,64.0,69.0,8,12
Tonsil_2_s0_a1_6228.0,Tonsil_2_s0_a1,6228.0,402.59015,428.31146,61.0,63.0,8,14
Tonsil_3_s0_a2_5457.0,Tonsil_3_s0_a2,5457.0,277.4091,392.72726,44.0,50.0,17,11
Tonsil_2_s0_a3_15501.0,Tonsil_2_s0_a3,15501.0,885.04614,677.10767,65.0,67.0,8,doublets
Tonsil_2_s0_a5_11354.0,Tonsil_2_s0_a5,11354.0,731.0714,417.9524,42.0,45.0,5,11
Tonsil_3_s0_a3_7202.0,Tonsil_3_s0_a3,7202.0,389.77274,692.2955,44.0,48.0,17,14
Tonsil_2_s0_a2_5981.0,Tonsil_2_s0_a2,5981.0,444.6111,229.16667,18.0,20.0,6,4
Tonsil_3_s0_a3_13608.0,Tonsil_3_s0_a3,13608.0,723.6512,289.48837,43.0,45.0,17,doublets
Tonsil_3_s0_a2_16161.0,Tonsil_3_s0_a2,16161.0,890.0,428.5,26.0,26.0,15,doublets
Tonsil_2_s0_a8_10163.0,Tonsil_2_s0_a8,10163.0,637.0303,571.8182,33.0,34.0,2,17
Tonsil_2_s0_a1_9088.0,Tonsil_2_s0_a1,9088.0,571.8305,847.71185,59.0,64.0,16,doublets
Tonsil_3_s0_a3_16428.0,Tonsil_3_s0_a3,16428.0,878.5455,583.1688,77.0,82.0,3,doublets
Tonsil_2_s0_a5_1933.0,Tonsil_2_s0_a5,1933.0,123.14474,856.5658,76.0,84.0,3,15
Tonsil_3_s0_a1_8929.0,Tonsil_3_s0_a1,8929.0,582.6923,997.2564,39.0,40.0,5,0
Tonsil_3_s0_a1_1301.0,Tonsil_3_s0_a1,1301.0,78.71875,333.65625,64.0,67.0,8,17
Tonsil_2_s0_a6_14040.0,Tonsil_2_s0_a6,14040.0,817.7857,858.7857,28.0,31.0,11,3
Tonsil_2_s0_a3_13464.0,Tonsil_2_s0_a3,13464.0,747.60785,197.07843,51.0,53.0,1,8
Tonsil_3_s0_a1_13953.0,Tonsil_3_s0_a1,13953.0,941.8333,774.0625,48.0,50.0,12,15
Tonsil_2_s0_a3_4371.0,Tonsil_2_s0_a3,4371.0,237.8772,172.89473,57.0,60.0,16,8
Tonsil_2_s0_a1_11776.0,Tonsil_2_s0_a1,11776.0,727.2549,882.27454,51.0,55.0,1,14
Tonsil_2_s0_a2_10145.0,Tonsil_2_s0_a2,10145.0,684.8406,360.4203,69.0,79.0,13,8
Tonsil_2_s0_a2_13890.0,Tonsil_2_s0_a2,13890.0,930.96155,694.8077,78.0,83.0,3,2
Tonsil_2_s0_a3_12454.0,Tonsil_2_s0_a3,12454.0,685.31915,967.0851,47.0,49.0,12,1
Tonsil_2_s0_a6_390.0,Tonsil_2_s0_a6,390.0,20.5125,912.05,80.0,86.0,9,17
Tonsil_2_s0_a1_13535.0,Tonsil_2_s0_a1,13535.0,847.0175,467.4386,57.0,65.0,16,10
Tonsil_2_s0_a3_7678.0,Tonsil_2_s0_a3,7678.0,417.04166,283.10416,48.0,49.0,12,16
Tonsil_2_s0_a1_6726.0,Tonsil_2_s0_a1,6726.0,433.59573,215.37234,94.0,99.0,14,5
Tonsil_2_s0_a7_14273.0,Tonsil_2_s0_a7,14273.0,853.9818,801.63635,55.0,57.0,16,3
Tonsil_2_s0_a1_4327.0,Tonsil_2_s0_a1,4327.0,290.125,423.66666,24.0,24.0,15,3
Tonsil_2_s0_a8_15823.0,Tonsil_2_s0_a8,15823.0,997.4286,744.2857,7.0,7.0,4,doublets
Tonsil_3_s0_a1_12828.0,Tonsil_3_s0_a1,12828.0,855.15,427.375,40.0,42.0,5,13
Tonsil_3_s0_a1_14101.0,Tonsil_3_s0_a1,14101.0,954.9667,994.73334,30.0,35.0,11,13
Tonsil_2_s0_a2_6378.0,Tonsil_2_s0_a2,6378.0,469.06668,626.4667,45.0,48.0,17,doublets
Tonsil_3_s0_a3_1027.0,Tonsil_3_s0_a3,1027.0,57.925,873.3625,80.0,88.0,9,doublets
Tonsil_3_s0_a3_12909.0,Tonsil_3_s0_a3,12909.0,685.4074,155.74074,27.0,28.0,15,2
Tonsil_2_s0_a5_647.0,Tonsil_2_s0_a5,647.0,41.25714,642.2286,35.0,36.0,2,2
Tonsil_3_s0_a3_5063.0,Tonsil_3_s0_a3,5063.0,280.46155,142.6923,39.0,41.0,5,12
Tonsil_2_s0_a8_3560.0,Tonsil_2_s0_a8,3560.0,224.67273,759.63635,55.0,60.0,16,16
Tonsil_2_s0_a4_12115.0,Tonsil_2_s0_a4,12115.0,821.6774,744.6774,31.0,33.0,11,16
Tonsil_2_s0_a8_8769.0,Tonsil_2_s0_a8,8769.0,548.8214,324.9643,56.0,63.0,16,8
Tonsil_2_s0_a6_2702.0,Tonsil_2_s0_a6,2702.0,153.35417,295.72916,48.0,49.0,12,1
Tonsil_2_s0_a2_12116.0,Tonsil_2_s0_a2,12116.0,794.5833,354.7361,72.0,78.0,3,doublets
Tonsil_3_s0_a2_8256.0,Tonsil_3_s0_a2,8256.0,419.91046,115.76119,67.0,73.0,13,11
Tonsil_2_s0_a5_9481.0,Tonsil_2_s0_a5,9481.0,608.2,795.08,75.0,80.0,3,8
Tonsil_3_s0_a3_5609.0,Tonsil_3_s0_a3,5609.0,308.2264,459.3585,53.0,55.0,1,8
Tonsil_2_s0_a7_7376.0,Tonsil_2_s0_a7,7376.0,449.25,613.7143,84.0,88.0,9,9
Tonsil_2_s0_a3_11055.0,Tonsil_2_s0_a3,11055.0,606.70215,89.723404,94.0,101.0,14,doublets
Tonsil_2_s0_a8_6727.0,Tonsil_2_s0_a8,6727.0,422.54166,728.6667,24.0,26.0,15,19
Tonsil_3_s0_a2_773.0,Tonsil_3_s0_a2,773.0,38.5,790.5,14.0,14.0,19,2
Tonsil_2_s0_a3_16386.0,Tonsil_2_s0_a3,16386.0,963.0909,602.0227,44.0,47.0,17,17
Tonsil_3_s0_a1_14279.0,Tonsil_3_s0_a1,14279.0,969.9,973.5,30.0,32.0,11,17
Tonsil_2_s0_a4_11950.0,Tonsil_2_s0_a4,11950.0,810.26025,796.2055,73.0,77.0,3,13
Tonsil_2_s0_a8_2442.0,Tonsil_2_s0_a8,2442.0,152.04839,855.29034,62.0,68.0,8,15
Tonsil_2_s0_a5_13002.0,Tonsil_2_s0_a5,13002.0,833.1539,664.7692,13.0,14.0,19,6
Tonsil_3_s0_a4_3924.0,Tonsil_3_s0_a4,3924.0,271.13513,695.91895,37.0,38.0,2,6
Tonsil_2_s0_a5_4834.0,Tonsil_2_s0_a5,4834.0,309.66666,912.9,90.0,95.0,14,doublets
Tonsil_3_s0_a2_12053.0,Tonsil_3_s0_a2,12053.0,637.0,487.0,27.0,27.0,15,doublets
Tonsil_3_s0_a1_6472.0,Tonsil_3_s0_a1,6472.0,400.0,422.5,18.0,18.0,6,1
Tonsil_3_s0_a3_16419.0,Tonsil_3_s0_a3,16419.0,877.9697,662.8485,33.0,36.0,2,2
Tonsil_2_s0_a2_9127.0,Tonsil_2_s0_a2,9127.0,629.5319,299.9149,47.0,53.0,12,5
Tonsil_2_s0_a5_9332.0,Tonsil_2_s0_a5,9332.0,599.1622,426.02704,74.0,78.0,3,2
Tonsil_2_s0_a1_10863.0,Tonsil_2_s0_a1,10863.0,673.89655,813.9138,116.0,132.0,10,doublets
Tonsil_3_s0_a3_6618.0,Tonsil_3_s0_a3,6618.0,359.5,722.5,4.0,4.0,4,14
Tonsil_3_s0_a4_13448.0,Tonsil_3_s0_a4,13448.0,865.89233,520.9231,65.0,66.0,8,19
Tonsil_3_s0_a3_8035.0,Tonsil_3_s0_a3,8035.0,433.2716,803.0494,81.0,87.0,9,6
Tonsil_2_s0_a5_12634.0,Tonsil_2_s0_a5,12634.0,810.86957,742.1087,46.0,49.0,17,doublets
Tonsil_3_s0_a2_2153.0,Tonsil_3_s0_a2,2153.0,108.75,761.0,4.0,4.0,4,2
Tonsil_3_s0_a4_1207.0,Tonsil_3_s0_a4,1207.0,96.87755,890.6429,98.0,101.0,0,4
Tonsil_3_s0_a3_946.0,Tonsil_3_s0_a3,946.0,53.217392,869.087,23.0,25.0,15,0
Tonsil_2_s0_a1_9676.0,Tonsil_2_s0_a1,9676.0,604.0,968.7407,27.0,30.0,15,6
Tonsil_3_s0_a3_7499.0,Tonsil_3_s0_a3,7499.0,404.52274,423.13635,44.0,46.0,17,8
Tonsil_3_s0_a3_4331.0,Tonsil_3_s0_a3,4331.0,241.5,185.5,4.0,4.0,4,doublets
Tonsil_2_s0_a8_5587.0,Tonsil_2_s0_a8,5587.0,351.2,814.44,25.0,25.0,15,doublets
Tonsil_2_s0_a7_3303.0,Tonsil_2_s0_a7,3303.0,215.15929,613.5752,113.0,123.0,10,doublets
Tonsil_2_s0_a3_13283.0,Tonsil_2_s0_a3,13283.0,735.9487,759.61536,39.0,41.0,5,doublets
Tonsil_3_s0_a4_14664.0,Tonsil_3_s0_a4,14664.0,957.6019,540.5243,103.0,124.0,0,doublets
Tonsil_2_s0_a7_5145.0,Tonsil_2_s0_a7,5145.0,322.43332,54.816666,60.0,62.0,8,4
Tonsil_2_s0_a4_608.0,Tonsil_2_s0_a4,608.0,34.28,856.3333,75.0,85.0,3,doublets
Tonsil_3_s0_a2_13403.0,Tonsil_3_s0_a2,13403.0,713.4524,657.0952,42.0,44.0,5,4
Tonsil_3_s0_a3_254.0,Tonsil_3_s0_a3,254.0,13.9,595.2,10.0,11.0,4,14
Tonsil_2_s0_a4_5675.0,Tonsil_2_s0_a4,5675.0,348.16394,536.7705,61.0,64.0,8,16
Tonsil_3_s0_a1_13276.0,Tonsil_3_s0_a1,13276.0,887.80646,806.29034,31.0,35.0,11,doublets
Tonsil_2_s0_a1_218.0,Tonsil_2_s0_a1,218.0,21.173077,542.5577,104.0,111.0,0,7
Tonsil_2_s0_a6_12376.0,Tonsil_2_s0_a6,12376.0,725.0238,674.8333,42.0,46.0,5,13
Tonsil_2_s0_a8_14371.0,Tonsil_2_s0_a8,14371.0,907.2341,252.44681,47.0,49.0,12,8
Tonsil_2_s0_a8_5704.0,Tonsil_2_s0_a8,5704.0,357.76,802.58,50.0,53.0,12,doublets
Tonsil_2_s0_a6_6935.0,Tonsil_2_s0_a6,6935.0,395.96155,866.2308,26.0,29.0,15,doublets
Tonsil_2_s0_a3_14108.0,Tonsil_2_s0_a3,14108.0,788.5,727.5,4.0,4.0,4,17
Tonsil_3_s0_a1_3369.0,Tonsil_3_s0_a1,3369.0,197.30556,336.69446,36.0,36.0,2,3
Tonsil_3_s0_a2_10026.0,Tonsil_3_s0_a2,10026.0,516.4727,534.87274,55.0,60.0,16,11
Tonsil_2_s0_a3_826.0,Tonsil_2_s0_a3,826.0,47.28125,927.8125,32.0,34.0,11,15
Tonsil_2_s0_a1_9960.0,Tonsil_2_s0_a1,9960.0,621.9167,41.75,12.0,14.0,19,5
Tonsil_2_s0_a2_8894.0,Tonsil_2_s0_a2,8894.0,614.95654,646.6087,46.0,47.0,17,doublets
Tonsil_2_s0_a8_13563.0,Tonsil_2_s0_a8,13563.0,855.84375,529.375,32.0,32.0,11,12
Tonsil_2_s0_a3_1620.0,Tonsil_2_s0_a3,1620.0,92.90362,820.5422,83.0,88.0,9,0
Tonsil_2_s0_a6_16693.0,Tonsil_2_s0_a6,16693.0,977.52,634.8,75.0,81.0,3,doublets
